0,1,2,3,4,5,/rlhf-fixed-llama-v3-bs-16_correct,/rlhf-fixed-llama-v3-bs-16_choiceA_probs,/rlhf-fixed-llama-v3-bs-16_choiceB_probs,/rlhf-fixed-llama-v3-bs-16_choiceC_probs,/rlhf-fixed-llama-v3-bs-16_choiceD_probs
Which one of these world leaders was assassinated?,Indira Gandhi,Ferdinand Marcos,Golda Meir,Neville Chamberlain,A,True,0.37836704,0.3300818,0.12733556,0.16421562
Which of these candy bars was named for a baseball player?,Baby Ruth,Clark Bar,Reggie Bar,Butterfinger,C,False,0.38434008,0.38804147,0.053357866,0.17426066
The common term for someone who has difficulty seeing objects in the distance is what?,farsighted,nearsighted,hindsighted,hypermetropic,B,False,0.5311578,0.3874754,0.026368434,0.054998476
Where did jazz great Sun Ra claim he was born?,Atlantis,Mount Olympus,Saturn,in a saxophone,C,False,0.2087297,0.39167738,0.12082515,0.2787678
By what name is Bob Keeshan better known?,Bozo the Clown,Pee Wee Herman,Captain Kangaroo,Buffalo Bob,C,False,0.26535478,0.41924986,0.23061945,0.08477593
Where would you typically find a bailiff?,grocery store,courtroom,football stadium,doctor's office,B,True,0.21430477,0.538032,0.09283437,0.15482883
Girls of what religious community traditionally wear bonnets?,Amish,Sikh,Roman Catholic,Christian,A,True,0.417456,0.33907616,0.082278825,0.1611891
What New Age musician released a 1998 album titled 'King of the Pan3Flute'?,Zamfir,Yanni,Vangelis,Kenny G,A,False,0.29568452,0.38467926,0.115180686,0.2044556
Which of these is a fish?,sea horse,sea cow,sea snake,sea lion,A,True,0.36635244,0.33675057,0.08543507,0.2114619
How many airplanes are in the air worldwide right now (as of 2014)?,"5,000","20,000","80,000","320,000",B,True,0.27363375,0.4058495,0.109689094,0.21082762
Reindeer herding as an economic activity of the Sami in Norway is an example of which of the following types of diffusion?,Stimulus,Hierarchical,Relocation,Contagious,A,False,0.22168964,0.31761935,0.23226893,0.22842208
"When cool air flows from a high mountain region to a region of lower elevation, the air will",increase in moisture content,"condense, forming large amounts of dew",undergo adiabatic warming,undergo adiabatic cooling,C,False,0.28545997,0.3053917,0.17375688,0.23539142
In Greek mythology what is the name of Zeus' father?,Apollo,Cronus,Prometheus,Hercules,B,True,0.21513326,0.57307297,0.16720499,0.044588745
What disease does a carcinogen cause?,cancer,influenza,emphysema,heart disease,A,True,0.5055894,0.31037915,0.0659566,0.11807478
Who sang lead vocals for the band Big Brother and the Holding Company?,Grace Slick,Janis Joplin,Mama Cass,Karen Carpenter,B,True,0.31341845,0.5793129,0.043258943,0.06400968
Which Pope immediately preceded John Paul II?,John XXIII,Paul VI,John Paul I,Hank II,C,False,0.40728134,0.43065757,0.101817325,0.060243703
Which of these is not a spice?,dill,aniseed,cucumber,cayenne,C,False,0.28609958,0.35802954,0.08826782,0.26760298
Which of the following protocols is used to transport HTML pages from Web servers to Web browsers?,BOOTP,HTTP,SNMP,SMTP,B,True,0.23302244,0.55235076,0.07308792,0.14153892
What is the correct spelling of New Mexico's largest city?,Albuqerque,Albuquerque,Albequerque,Santa Fe,B,True,0.34139925,0.3955673,0.06675504,0.19627845
Which of the following best defines federalism?,A government in which the political leader is also the religious leader,The concentration of government power in the hands of a small group of people,The division of national power into different branches of government,The division of a country's power into national and subnational units,D,True,0.14256264,0.2772051,0.26004577,0.3201865
What sport is known as 'The Sport of Kings'?,polo,archery,yachting,horse racing,D,False,0.29476705,0.3409875,0.057850763,0.30639467
Which of the following is matched with its correct function?,Ovule ..... production of pollen,Vascular cambium ..... formation of apical meristem,Xylem ..... transport of sugars,Guard cell ..... regulation of transpiration rate,D,True,0.30087447,0.264839,0.12722489,0.3070616
Which of the following protocols is usually associated with hyperinflation?,A rapid decrease in total spending,A rapid increase in money supply,A slow increase in exports,A slow increase in labor productivity,B,True,0.31670475,0.4381773,0.098625205,0.14649273
In which century was the greatest number of chemical elements discovered?,17th,18th,19th,20th,C,False,0.28547364,0.33128223,0.18661177,0.19663233
"The term ""Cold War"" refers to the",race between the United States and the Soviet Union to claim ownership of Antarctica,contest between the United States and the European Union for economic domination in the West,struggle between the United States and the Soviet Union to gain political hegemony in world affairs,competition between the Soviet Union and China for the resources of the Pacific Rim,C,True,0.21953411,0.22872174,0.29173717,0.260007
Which of the following articles of clothing has a hood?,Parka,kilt,lederhosen,sarong,A,False,0.3154382,0.32552826,0.11177599,0.24725759
Which of these measurements is equal to one square foot?,50 square inches,77 square inches,100 square inches,144 square inches,D,False,0.28331012,0.38329223,0.12103043,0.2123672
Which of the following is a disorder in ruminants that is characterized by an excessive accumulation of gas in the rumen?,Agalactia,Bloat,Bovine pleuropneumonia,Grass tetany,B,True,0.22202641,0.42003062,0.09771347,0.26022953
"_Whenever the mood strikes her_, Angela takes a short walk around the block. In the sentence above, the underlined portion can best be described as",an adjective clause,a relative clause,a subordinate clause,an independent clause,C,False,0.35507172,0.287818,0.17457044,0.18253976
"What term is used to describe a""group of geese?",gaggle,gang,gander,grist,A,True,0.39468116,0.36949578,0.07320514,0.16261792
If you dial '411' on a telephone who are you calling?,the police,the White House,directory assistance,Moviefone,C,False,0.121309504,0.3073423,0.28485683,0.28649145
Which of these are not legumes?,beans,peas,radishes,peanuts,C,False,0.37335703,0.32434294,0.06779523,0.23450476
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",up to 250,up to 25000,up to 2500000,up to 250000000,D,False,0.2608307,0.31364226,0.18925469,0.23627234
Which company holds an annual self-named 'Bake-Off'?,Betty Crocker,Duncan Hines,Pillsbury,Keebler,C,False,0.32218596,0.3346557,0.1458788,0.19727954
Which of the following fiscal policy actions is most expansionary?,Increasing both government spending and taxes,Increasing government spending and decreasing taxes,Decreasing government spending and increasing taxes,Decreasing both government spending and taxes,B,False,0.38039303,0.29953617,0.14996926,0.17010151
Which of the following steps should be taken first to effectively present new information to coworkers?,Analyzing the audience,Determining the objective,Creating three to five key messages,Choosing a communication tool,B,False,0.32839367,0.26607117,0.15026242,0.25527272
What is the name of the character Played by Woody Allen in the 1967 James Bond film 'Casino Royale'?,Dr Evil,Q,Little Jimmy Bond,M,C,False,0.24617212,0.364512,0.069017604,0.32029828
Which of the following is generally the first step taken in a large-scale commercial construction venture?,Filing applications for building permits and variances,Ordering the materials needed for the building foundation,Drafting a contract that spells out the details of the building plan,Holding a discussion between the developer and the designer/contractor about the scope of the construction,D,False,0.3060791,0.27308577,0.12065777,0.3001773
How many eyes does a Giraffe have?,one,two,three,four,B,False,0.49287215,0.3569539,0.058247447,0.09192652
What pro wrestler grapples with Sylvester Stallone in the movie-'Rocky III'?,Dolph Lundgren,Hulk Hogan,Andre the Giant,The Iron Sheik,B,True,0.2019474,0.47543192,0.16693115,0.15568955
Which of the following activities will be most effective in introducing kindergartners to the concept of how plants transport water?,Demonstrating that a celery stalk can be peeled lengthwise but not crosswise,Placing celery stalks in water colored with a dye and observing the results,Collecting rainwater in a rain gauge and comparing the amount of rainfall to a plant's growth rate,"Planting bean seeds in paper cups, placing them on the windowsill, and watering them daily",B,False,0.18039212,0.26805034,0.19150446,0.36005297
What is the function of mitochondria in the cell?,To generate energy,To process waste,To kill viruses or other antigens,To repair damage,A,True,0.4983304,0.3260603,0.034680933,0.14092833
Which of these is not one of the four basic forces in nature?,electromagnetic,gravitational,nuclear,centrifugal,D,False,0.26019377,0.3809861,0.06640477,0.29241544
Which of these is a slang term for 'police'?,fuzz,shrinks,bean counters,aardvarks,A,True,0.35262832,0.31475836,0.08523455,0.24737872
What is the name of the fruit that is half tangerine and half grapefruit?,graperine,tangefruit,tangelo,kumquat,C,False,0.32570732,0.32347545,0.1285058,0.22231144
What are the Smothers Brothers'(first names?,Frank and Bill,Tom and Dick,Dave and George,Ed and Pete,B,False,0.53260076,0.33272836,0.050647005,0.08402396
Which of the following great apes (the Hominidae) is NOT native to Africa?,Gorilla,Human,Chimpanzee,Orangutan,D,False,0.2630324,0.36180517,0.083417244,0.29174516
In the movie 'Star Wars' what kind of creature is Chewbacca?,Woolie,Woobie,Wookiee,Klingon,C,True,0.33704183,0.1591411,0.38756296,0.11625414
In the film 'Easy Rider' what emblem is on the back of Peter Fonda's leather jacket?,peace symbol,American flag,two white doves,Harley-Davidson logo,B,False,0.41637164,0.3221106,0.06584878,0.19566903
What are the tallest trees on Earth?,Coast Redwood,Coast Douglas Fir,Giant Sequoia,Sitka Spruce,A,True,0.49955806,0.2642754,0.114672735,0.12149383
Which of these painting tools has bristles on it?,Easel,Knife,Brush,Palette,C,False,0.21974562,0.48364535,0.106662676,0.18994634
Astronaut John Glenn served as a pilot in what branch of the military?,Army,Air Force,Marines,Navy,C,False,0.5311624,0.2875491,0.040925734,0.1403628
On the TV show 'CHiPs' what was Officer Frank Poncherello's-nickname?,Franky,Ponch,Chipper,Hot Dog,B,True,0.28373882,0.41361466,0.12728952,0.17535709
Which of the following criteria is the most important when assessing reading comprehension?,Ability to spell inventively,Ability to decode new words,Ability to identify the main idea,Ability to recognize rhyming patterns,C,False,0.22860785,0.25397515,0.2468674,0.27054963
Which of these games is not played with cards?,baccarat,rummy,craps,solitaire,C,False,0.3297212,0.3603269,0.06615412,0.24379775
In American football how many points is a touchdown worth?,two,three,six,seven,C,False,0.5458463,0.22749181,0.02051124,0.20615067
What is the most likely impact of an increase in interest rates?,Investment levels diminish,Employment increases,The value of the U.S. dollar increases,Mortgage rates decline,A,False,0.26769716,0.33840737,0.18721345,0.20668207
Whose profile can you see on the front of dimes that are currently in circulation?,George Washington,Thomas Jefferson,Benjamin Franklin,Franklin Roosevelt,D,False,0.50998265,0.29901296,0.06275859,0.12824576
Who is considered the owner of a 'publicly held' company?,the CEO,the stockholders,the president,the government,B,True,0.2490546,0.51881206,0.075434856,0.15669852
Which of the following candies is traditionally fruit flavored?,M&M's,Skittles,Reese's Pieces,Junior Mints,B,False,0.3508628,0.33174446,0.1216745,0.19571823
In 1926 the Harlem Globetrotters basketball team was formed in what city?,Boston,Philadelphia,Chicago,New York City,C,False,0.43653616,0.2681912,0.089660585,0.20561205
Which of the following steps in the design of a dog house would be earliest?,Acquiring all the tools necessary for the building,Purchasing all the materials for building the structure,"Identifying the color, shape, and style of the exterior surface",Accessing the measurements of the dog and all the interior materials,D,False,0.31413823,0.28253427,0.1444641,0.2588633
What was the name of the 1999 art exhibit that sparked a national debate about censorship?,Sticks & Stones',Pulsation',Black & White',Sensation',D,False,0.32227457,0.32257098,0.06788747,0.2872669
What was the title of Beethoven's only completed opera?,Faust',The Silence',Immortal Beloved',Fidelio',D,False,0.3870239,0.31941122,0.088732325,0.2048326
What is the name of the StarKist tuna mascot?,Charlie,Sam,Al,Morris,A,False,0.37015224,0.40465978,0.102735035,0.12245291
Which of the following groups was converted to Christianity in the tenth century C.E. by missionaries from the Byzantine Empire?,Franks,Visigoths,Russians,Anglo-Saxons,C,False,0.38201815,0.3088277,0.10464093,0.20451313
Which of these words is an adverb?,hurried,fast,speedy,quickly,D,False,0.25102338,0.35720786,0.12647022,0.26529846
On which part of a car would you find the 'caliper'?,battery,engine,radiator,brakes,D,True,0.1202895,0.3526144,0.12614143,0.40095466
Which of these plants is the national emblem of Scotland?,ivy,thistle,rose,linden,B,True,0.314478,0.47717234,0.05260931,0.15574028
How much does it cost to air condition all American automobiles for a year (as of 2018)?,$10m,$100m,$1 billion,$10 billion,C,False,0.26340017,0.3182137,0.15010321,0.26828295
What fictional character claims to be 'smarter than the average bear'?,Paddington Bear,Fozzie Bear,Smokey Bear,Yogi Bear,D,False,0.28968775,0.38114777,0.098918185,0.23024623
If you are truly afraid of the dark what do you suffer from?,hypnophobia,cryptophobia,hadephobia,nyctophobia,D,False,0.38684002,0.33885637,0.070810646,0.20349295
Which of the following is a way in which Congress can influence the federal bureaucracy?,Increasing or decreasing departmental salaries,Appropriating funds,Appointing agency heads,Dismissing cabinet secretaries,B,True,0.2412138,0.28716728,0.19112214,0.28049687
What country was once ruled by shoguns?,China,Japan,North Korea,Taiwan,B,True,0.13922834,0.8326531,0.011997649,0.01612094
On what continent can you find tigers in the wild?,Africa,Asia,Europe,South America,B,True,0.35064843,0.6014827,0.016287943,0.031580936
"The construction of a transportation network that included roads, canals, and steamboats that took shape in the United States in the early decades of the nineteenth century had which of the following effects in the years before the Civil War?",It decreased the need for immigrant labor.,It stimulated the development of a market revolution.,It weakened the plantation system in the southern states.,It transformed the United States into an international military power.,B,True,0.2605502,0.37633902,0.17234527,0.19076553
What is the more common name for the disease 'pertussis'?,whooping cough,tennis elbow,black lung,German measles,A,True,0.64819914,0.25971386,0.023464387,0.06862268
The primary purpose of a Supervised Agricultural Experience ( SAE ) program is to,provide a basis for students to apply for and win proficiency awards,provide students with an income to be used to learn money management skills,"give students a chance to earn enough money to qualify for local, state, and national FFA degrees",allow students to apply skills learned in the classroom and learn new skills in a specialized area,D,True,0.22860397,0.2229883,0.18057281,0.36783493
An early-nineteenth-century railroad steam engine is an excellent example of which of the following power systems?,Internal combustion engine,External combustion engine,Rotary engine,Reaction engine,B,True,0.3022934,0.37887168,0.13005519,0.18877965
With which of the following statements would both Thomas Hobbes and John Locke most probably have agreed?,Government authority is created as the result of a social contract.,Government must enforce religious law to prevent moral decay.,Government must enforce the majority's will regardless of the wishes of the minority.,Government must bend to the will of the educated minority.,A,True,0.35522583,0.24548912,0.16380946,0.23547566
In the classic song 'Take Me Out to the Ballgame' for whom do we 'root root root'?,the umpire,the home team,the bat boy,Mighty Casey,B,True,0.33109835,0.37646458,0.103862114,0.18857501
Who was Charlie McCarthy?,a US senator,a Chicago gangster,a famous baseball pitcher,a wooden dummy,D,False,0.24951626,0.35261673,0.07948474,0.31838226
How many states were in the Confederate States of America?,11,13,16,22,A,False,0.31469372,0.419457,0.0674566,0.19839272
Who were the Chicago Seven?,war protesters,bluegrass musicians,bank robbers,mobsters,A,True,0.37955847,0.36163813,0.09067228,0.16813116
Which dwarf planet is closest to the Sun?,Pluto,Eris,Ceres,Makemake,C,False,0.3819572,0.33419785,0.10355296,0.18029206
What company makes perfumes called 'Beautiful' and 'Pleasures'?,Estee Lauder,Ralph Lauren,Elizabeth Arden,Calvin Klein,A,False,0.34015006,0.4531994,0.08765635,0.11899421
What nationality was Karl Marx?,Russian,German,Danish,English,B,False,0.437708,0.3374574,0.025490638,0.19934401
In America what is the main ingredient in pepperoni?,Fish,pepper,wheat,meat,D,False,0.22318695,0.39601657,0.053477075,0.32731947
A student in the process of solving a fabrication problem in the manufacturing laboratory asks the teacher what assembly procedures should be used. The teacher's best response would be to,give an opinion as to the best assembly procedure for the particular problem,suggest two or three possible assembly procedures and have the student select one,place the responsibility completely on the student for making the judgment,use leading questions to help the student review and analyze the relative merits of several assembly procedures,D,False,0.28849134,0.30383706,0.1796563,0.22801529
"If the government places a price ceiling on leather garments that is below the equilibrium price, which of the following will occur in the market for leather garments?",There will be a shortage.,There will be a surplus.,The demand curve for leather garments will shift leftward.,The supply curve for leather garments will shift rightward.,A,True,0.31158248,0.25124615,0.25469503,0.18247631
"During President Dwight Eisenhower's administration in the 1950s, the federal government promoted significant changes in transportation in the United States by",establishing generous subsidies for urban mass transit,sponsoring research to develop less polluting automobiles,funding the construction of the interstate highway system,funding the establishment of a national railroad passenger system,C,True,0.17615178,0.24416636,0.3511197,0.22856206
Animals in which of the following groups may have a backbone and a spinal cord?,Mollusks,Chordates,Invertebrates,Echinoderms,B,True,0.26460254,0.39993855,0.14163882,0.1938201
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,"I have gathered the facts, and I know what really happened.","I understand you, and I know what is best for you.",I believe you understood the class rules.,I respect you as a person with your own ideas and feelings.,D,False,0.27827156,0.34342426,0.13645786,0.24184631
Which of the following stages is the first step in the writing cycle?,Outlining,Brainstorming,Publishing,Editing,B,False,0.45408937,0.39006993,0.051723372,0.104117446
Which of these is a government agency established to protect investors?,AAA,NBA,SEC,MADD,C,False,0.22861467,0.28560078,0.2173615,0.26842302
What character did Woody replace on the TV show 'Cheers'?,Coach,Diane,Norm,Frasier,A,True,0.3778297,0.37297156,0.08262793,0.1665708
Which of the following rocks would most likely form from the metamorphism of a shale?,Granite,Quartzite,Schist,Marble,C,False,0.2655321,0.37015772,0.10983682,0.25447336
"Which of the following states of matter is characterized by a closely packed arrangement of particles, resulting in a stable, definite shape and definite volume?",Solid,Liquid,Gas,Plasma,A,True,0.41506928,0.33009565,0.07606556,0.17876951
How old is the Earth approximately?,"50,000 years",300 million years,4.5 billion years,no one knows,C,False,0.18773177,0.44095287,0.1709389,0.20037645
"As part of a staffing strategy, a human resources manager hires new personnel through a hidden market. Which of the following best represents the use of a hidden market?",Posting the job opening to a social media Web site,Advertising the job opening on job posting Web sites,Receiving a recommendation from a current employee,Participating in a career fair at a local community college,C,False,0.23792945,0.27668872,0.19569042,0.28969145
What liqueur is used to make a Pink Lady cocktail pink?,grenadine,schnapps,triple sec,pernod,A,False,0.29066154,0.34907937,0.13631713,0.22394195
What is the proper nautical use of an anchor?,to catch large fish,to calculate water depth,to hold a ship in place,to damage other boats,C,True,0.12930344,0.19903108,0.54744387,0.12422165
In ice hockey which of the following is not a penalty?,hooking,charging,carving,butt-ending,C,False,0.2868217,0.3419364,0.10495779,0.2662841
"Ethan, a new preschool student, does not talk or play with other students during center time. Which of the following strategies will best help him develop interpersonal relationships?",Demonstrating empathy for Ethan when there is a conflict during center time,Modeling how to show appropriate affection in the classroom,Encouraging students to name and discuss their feelings throughout the day,Identifying a student to be Ethan's partner and participate in center time with him,D,True,0.21662483,0.27344328,0.20249195,0.30743995
If a business files under Chapter 11 what is it doing?,declaring bankruptcy,selling stock,buying a smaller,company suing the government,A,True,0.39952826,0.3148003,0.075175025,0.21049644
How many $100 bills does it take to equal one million dollars?,one thousand,five thousand,ten thousand,one hundred thousand,C,False,0.28751597,0.33404067,0.09620756,0.28223577
A prekindergarten teacher is planning a lesson with a teaching objective of categorizing geometric objects by type of shape. Which of the following actions must children be able to perform successfully before the teacher teaches the lesson?,Identifying attributes of objects,Recognizing the position of whole numbers,Creating sets of objects using counters,Matching values with their numerical representatives,A,False,0.25141978,0.3034993,0.20242842,0.24265246
What former 'Today' show personality played a neighbor on the TV sitcom 'The Hogan Family'?,Jane Pauley,Willard Scott,Deborah Norville,Joe Garagiola,B,True,0.27144524,0.37998682,0.13306165,0.21550633
"If one party to a contract is forced to sign, the contract is defined as",enforceable,executory,unilateral,voidable,D,False,0.33069175,0.33581036,0.12848292,0.20501499
What was the name of the first ship to sail around the world?,Triton,Victoria,Magellan,Elizabeth II,B,True,0.3440346,0.44081745,0.106237605,0.10891037
Which of the following was a direct result of the First Opium War of 1839-1842?,The Chinese commissioner of trade in Canton (Guangzhou) banned the opium trade in that city.,China was forced to open some of its ports to international trade.,Chinese revolutionaries toppled the Qing dynasty.,Chinese leaders set out to remake their economy along Western lines.,B,False,0.37364098,0.3244423,0.12758088,0.17433582
What animal is considered sacred in India?,Sheep,Cow,Chicken,Dog,B,True,0.19650035,0.610601,0.108795926,0.08410273
In computer terminology what does the acronym 'FTP' stand for?,file transfer protocol,full time portal,full text processor,free to print,A,True,0.44999254,0.3543699,0.06111514,0.13452238
What is the art of elegant handwriting called?,calligraphy,engraving,decoupage,lithography,A,True,0.53001696,0.34862873,0.039657444,0.08169681
By what collective name do Christians refer to God the Father God the Son and the Holy Ghost?,the Trio,the Troika,the Triumvirate,the Trinity,D,True,0.1648241,0.25691262,0.054701,0.5235622
In what year did the United States last win an Olympic gold medal in men's ice hockey?,1976,1980,1984,1988,B,True,0.22998755,0.3745369,0.13727003,0.2582054
What term describes the passing of genetic traits from one generation to the next?,heredity,heresy,homogeneity,hemoglobin,A,True,0.54444367,0.2586266,0.034485687,0.16244407
Modern computer microchips are primarily composed of what element?,Sodium,Silicon,Aluminum,Silver,B,True,0.23061508,0.6044735,0.06011744,0.104794
The film 'Stand By Me' is based on a novel by what author?,Anne Proulx,Stephen King,Dean Koontz,Frank McCourt,B,True,0.29249954,0.66830945,0.014964674,0.0242264
What kind of car did Burt Reynolds drive in the movie 'Smokey and the Bandit'?,Lamborghini,Camaro,Corvette,Transam,D,False,0.31711888,0.44039357,0.10427078,0.13821673
Which of the following is the best description of traditional phonics instruction?,Students study lists of high-frequency words in order to increase reading speed and comprehension.,"Students are taught individual letter sounds first, followed by letter combination sounds and the rules of putting these combinations together to make words.","Students are immersed in written language, and encouraged to decode entire words using context clues.",Students analyze patterns of organization and syntax as a way of learning to recognize common structures.,B,True,0.32282874,0.3696149,0.1101195,0.19743687
Who composed the 'Moonlight Sonata'?,Mozart,Handel,Bach,Beethoven,D,False,0.21924844,0.60518193,0.026983185,0.14858653
The first commercial radio station was located in what city?,Chicago,Austin,Pittsburgh,Cleveland,C,False,0.3851088,0.33826643,0.15633489,0.12028982
Which of these is not a position on an American football team?,quarterback,tight end,striker,free safety,C,False,0.26784298,0.3649657,0.11323094,0.2539604
Which of these is not a type of primate?,baboon,marmot,orangutan,chimpanzee,B,True,0.29198152,0.38550162,0.062899366,0.25961748
In 1986 Libyan leader Muammar Qaddafi drew a so-called 'Line of Death' overwhat body of water?,Gulf of Sidra,Gulf of Oman,Red Sea,Persian Gulf,A,True,0.40186578,0.29985532,0.13561504,0.16266386
What is the nickname of Florida's controversial death row electric chair?,Old Yeller,Old Geezer,Old Smoky,Old Sparky,D,False,0.24480572,0.35264868,0.11727237,0.28527328
The dance known as the 'fandango' is of what origin?,Australian,African,Native American,Spanish,D,True,0.21054001,0.29718265,0.16789618,0.32438108
In what restaurant can you order a Grand Slam breakfast?,Denny's,McDonald's,Burger King,Hardee's,A,False,0.2890778,0.41894034,0.08208428,0.2098976
Which of these minerals is hardest on the Mohs scale?,Corundum,Quartz,Apatite,Calcite,A,False,0.357382,0.3901361,0.09374935,0.15873256
Which of the following beverages is brewed from the leaves of a plant?,tea,coffee,ginger ale,wine,A,True,0.38386878,0.33511147,0.10463808,0.17638163
"According to Erik Erikson, the primary dilemma faced in adolescence is",industry vs. inferiority,identity vs. identity confusion,generativity vs. stagnation,integrity vs. despair,B,True,0.27711532,0.45013037,0.10932474,0.16342959
What literary work is the source of the quote 'Abandon every hope all you who enter here'?,Paradise Lost',The Wizard of Oz',The Divine Comedy',Beowulf',C,False,0.38658747,0.42038977,0.069804855,0.12321787
What's the popular name of the breakfast meal consisting of sausages wrapped in pancakes?,ducks in a pond,pigs in a blanket,cows in a pasture,dogs in the oven,B,True,0.25802544,0.50158495,0.068409845,0.17197971
Which of the following is not a TV cartoon duo?,Chip and Dale,Beavis and Butt-head,Simon and Garfunkel,Tom and Jerry,C,False,0.25397778,0.36855915,0.09868644,0.2787767
Which of these is not a 'lock' function on a standard desktop computer keyboard?,print lock,number lock,scroll lock,caps lock,A,False,0.24194,0.34575227,0.10391826,0.3083895
The American patriot Paul Revere was named for his father whose original name was what?,John Paul Revere,Paul Silver,Apollos Rivoire,Paolo Reverini,C,False,0.45815185,0.33615848,0.0595374,0.1461523
Which of these movies does not star Jim Carrey?,Patch Adams',The Truman Show',Dumb and Dumber',The Mask',A,False,0.29249316,0.3704611,0.096871056,0.24017465
What is the name of Mario's brother in the 'Super Mario' video games?,Louis,Luigi,Luciano,Zelda,B,True,0.1992467,0.7720647,0.016397113,0.012291533
Who wrote the lyrics of the Frank Sinatra anthem 'My Way'?,Frank Sinatra,Kris Krist offerson,Carole King,Paul Anka,D,False,0.34665594,0.41082716,0.06134944,0.18116753
In the movie Austin Powers: The Spy Who Shagged Me what is the name of Dr Evil's diminutive clone?,Little Buddy,Mini-Me,Small Fry,Dr Evil Jr,B,True,0.23962826,0.59051204,0.059359003,0.1105007
What is the chemical process wherein a solid is turned to a liquid via the application of heat?,distillation,photosynthesis,freezing,melting,D,False,0.28241554,0.47472477,0.08057535,0.16228434
In what state is the 1999 movie Magnolia' set?,California,South Carolina,Georgia,Texas,A,True,0.40912324,0.31261772,0.11415897,0.1641001
How long is the time on an NBA shot clock?,18 seconds,24 seconds,30 seconds,35 seconds,B,True,0.37481278,0.39050412,0.07340028,0.16128278
The Pointillist paintings of Georges Seurat are most notable for containing which of the following characteristics?,An expressionistic use of broad brushstrokes and tactile surface texture,Lively figures created through the use of forceful lines,Static figures and a sense of optical surface movement,An emotional use of strident colors with a high degree of simplification,C,False,0.24820068,0.24908991,0.20621073,0.29649863
Backgammon is a how many player game?,Two,Three,Four,Six,A,False,0.3761967,0.44552356,0.05040628,0.12787345
According to the children's nursery rhyme what type of ocean did Columbus sail in 1492?,calm,blue,windy,really big,B,True,0.30082026,0.31605887,0.10938381,0.273737
Which of these refers to an alcoholic drink laced with a knockout drug?,Zombie,Kamikaze,Mickey Finn,Molotov cocktail,C,False,0.24343407,0.2885018,0.12694836,0.34111574
"Students are reading the following passage from the National Park Service's Web site. Ten miles long and nearly 500 feet deep (152.4 m meters), Lake McDonald, the largest lake in the park, is a direct result of glacial carving. High peaks surrounding the lake all show evidence of the power of glaciers to carve even the hardest of rock. The powerful glaciers that carved the broad U-shaped valley that Lake McDonald sits in also carved smaller hanging valleys with wonderful waterfalls that are accessible by numerous hiking trails. Which of the following best identifies the intended audience of the passage?",Scientists researching glacier development,Teachers interested in creating virtual park field trips,Academics studying the historical context of national parks,Families interested in visiting Lake McDonald,D,False,0.23766068,0.3087171,0.23683982,0.21678247
How do you express 3/4 as a decimal?,0.25,0.5,0.75,0.9,C,False,0.25660717,0.3983076,0.13299458,0.21209064
What tea is known for its distinctive bergamot flavor?,Earl,Grey Darjeeling,English Breakfast,Prince of Wales,A,True,0.38558346,0.37657672,0.09609618,0.14174357
"Science fiction: readers claim to either love it or loathe it; either they avoid it like poison or they devour favorite works and authors like chocolate addicts gulping down fudge truffles. The author of the passage compares certain readers with ""chocolate addicts"" primarily in order to",suggest that science fiction is not a serious literary genre,indicate the depth of certain readers' feelings about science fiction,explain why some readers consider science fiction to be dangerous,contrast the characteristics of science fiction with those of other literary genres,B,False,0.3005359,0.24733812,0.22194177,0.23018418
Which of these foods could contain small amounts of naturally occurring opium?,chocolate truffles,poppy seed bagels,carbonated soda,sesame chicken,B,False,0.31081724,0.30780727,0.13627507,0.24510035
What is the slowest wind speed a hurricane can have according to the Saffir-Simpson scale?,50 m.p.h.,74 m.p.h.,96 m.p.h.,110 m.p.h.,B,True,0.26603785,0.4266487,0.105450794,0.20186274
In which of the following bands did Jimmy Page not play guitar?,Bad Company,The Firm,Led Zeppelin,The Yardbirds,A,False,0.2488111,0.33924484,0.16106085,0.25088313
Which of these magazines does not focus on natural science?,Tiger Beat,Outside,National Geographic,Smithsonian,A,False,0.24387154,0.3622285,0.13266198,0.26123804
Which of the following artists is an English landscape painter who created a poetic sense of changing atmospheric effects by using tiny applications of local color?,John Constable,William Morris,William Hogarth,Joshua Reynolds,A,True,0.4301673,0.39632043,0.07309409,0.100418255
A flashing red traffic light signifies that a driver should do what?,stop,speed up,proceed with caution,honk the horn,A,False,0.32532346,0.3293492,0.15506518,0.19026217
Which composer was famous for writing approximately 600 lieder?,Schubert,Beethoven,Liszt,Mozart,A,True,0.46643052,0.41377243,0.036572076,0.08322508
"Students in a fourth-grade science class are learning about processes that change Earth's surface. Which of the following is the best example of an agent that gradually shapes Earth's surface by taking bits of rock, soil, and other substances away from their original locations and depositing them in other locations?",Fire,Lightning,Water,Sunlight,C,False,0.30474004,0.27231666,0.15433522,0.26860815
What country does Bordeaux wine come from?,France,Spain,Australia,United States,A,True,0.6328025,0.24184008,0.023595946,0.10176154
What is the loudest animal on earth?,African elephant,sperm whale,blue whale,Indian elephant,C,False,0.3319053,0.37670678,0.14147347,0.1499145
Which of these household pets should be vaccinated for parvovirus?,hamster,cat,dog,bird,C,False,0.25409472,0.2969773,0.23419824,0.21472965
